id,sentence,difficulty
11297,"A chaque épée de lumière jaillie du sable, d'un coquillage blanchi ou d'un débris de verre, mes mâchoires se crispaient.",C1
11298,"Seuls les membres de la ainsi de personnes ont la qualité de contribuables, société le revenu et la fortune nets de la société sont attribués proportionnellement aux personnes physiques formant la société.",C1
11299,"Nos techniques et nos intentions. ne cessent d'engendrer des effets imprévisibles, souvent contraires à nos actions",C1
11300,"En vingt ans, leur nombre l'Emploi, passé de 4500 à plus de 30 000, selon la direction du Tourisme du ministère de est qui ne recense que les maisons d'hôtes labellisées par les principales organisations touristiques.",C1
11301,"L'espace, son espace, transplanté sur une retour. l'Islande, qui s'étire jusqu'aux confins de l'exil et qui rejoint des âges sur le île,",C1
11302,"Entre-temps, après avoir réalisé un bénéfice, Piero acheta une décorée plaque d'un coeur transpercé d'une flèche qu'il donna au paysan.",C1
11303,"Observant que, à l'exception du changement de mode la scrutin pour les communes dont la population est comprise entre 2 000 et 3 500 habitants, le texte issu des travaux de l'Assemblée nationale avait recueilli une approbation presque unanime de tous les groupes de cette assemblée, le rapporteur a souhaité rappeler que de démarche suivie par les députés, consistait à mettre en oeuvre des solutions permettant d'optimiser la présence des femmes dans la vie politique.",C1
11304,"Direction Petit Bourg, en Guadeloupe",C1
11305,"A chaque épée de lumière jaillie du sable, d'un coquillage blanchi ou d'un débris de verre, mes mâchoires se crispaient.",C1
11306,"Pour que les actions de terrain contre la diffusion des campagnols terrestres aient une certaine efficacité, il est important qu'elles soient déployées dans des lieux où les possibilités de passage entre deux taches sont en nombre limité ; inversement, si on met en place une action dans un contexte paysager où de nombreuses alternatives de passage existent, il y a plus de chance que le dispositif soit ""contourné"".",C1
11307,"Soit le commerce équitable est réduit délibérément à une sociaux, formes de la politique sociale du libéralisme, faisant prévaloir les oeuvres caritatives sur les droits des soit il est au contraire un véritable enjeu de société.",C1
11308,"Soit le commerce équitable est réduit délibérément à une des formes de la politique sociale du libéralisme, faisant prévaloir les oeuvres caritatives sur société. droits sociaux, soit il est au contraire un véritable enjeu de les",C1
11309,"La taille des ménages est à cet égard un facteur important: les ménages issus de la migration, qui sont en général plus grands, doivent partager leurs revenus et leur patrimoine entre plus de personnes que les ménages non issus de la migration.",C1
11310,"Direction Petit Bourg, en Guadeloupe",C1
11311,"Le prince Charles, 56 ans, et sa compagne, Camilla Parker-Bowles, 57 ans, ne s'apprêtent-ils pas à convoler, enfin?",C1
11312,"En vingt ans, leur nombre est passé de 4500 à plus de 30 000, selon la direction du Tourisme touristiques. ministère de l'Emploi, qui ne recense que les maisons d'hôtes labellisées par les principales organisations du",C1
11313,"Pour accroître leur compétitivité, les multinationales qui contrôlent, par exemple, café marchés mondiaux du les et de la banane, tirent sans cesse les prix d'achat vers le bas.",C1
11314,"Nos techniques et nos actions ne cessent d'engendrer des effets imprévisibles, souvent contraires à nos intentions.",C1
11315,"Observant que, à l'exception du changement de mode suivie scrutin pour les communes dont la population est comprise entre 2 000 et 3 500 habitants, le texte issu des travaux de l'Assemblée nationale avait recueilli une approbation presque unanime de tous les groupes de cette assemblée, le rapporteur a souhaité rappeler que la démarche de par les députés, consistait à mettre en oeuvre des solutions permettant d'optimiser la présence des femmes dans la vie politique.",C1
11316,"La taille des ménages est à cet égard un facteur important: les ménages issus de la migration, qui sont en général plus grands, doivent partager leurs revenus et leur patrimoine entre plus de personnes que les ménages non issus de la migration.",C1
11317,"Le 7 mars 1815, les dames étaient de retour, depuis l'avant-veille, d'un charmant petit la de Milan ; elles se promenaient dans voyage belle allée de platanes, récemment prolongée sur l'extrême bord barque parut, venant du côté de Côme, et fit des signes singuliers.",C1
11318,"Il est également connu pour ses publicités télévisées à faible budget et ses affiches imprimées à Albuquerque, dans lesquels il s'annonce principalement sous le slogan : ""Appelez donc Saul !""",C1
11319,"A chaque épée de lumière jaillie du sable, d'un coquillage blanchi ou d'un débris de se mes mâchoires verre, crispaient.",C1
11320,"Entre-temps, après avoir réalisé un bénéfice, Piero acheta une plaque décorée d'un coeur transpercé d'une flèche qu'il donna au paysan.",C1
11321,"Nos techniques et nos actions imprévisibles, cessent d'engendrer des effets ne souvent contraires à nos intentions.",C1
11322,"Aristocrate de naissance, il haîssait par instinct quatre-vingt-treize; mais philosophe par tempérament, la libéral par éducation, il exécrait et tyrannie d'une haine inoffensive et déclamatoire.",C1
11323,"Pour que les actions de terrain contre la diffusion des campagnols terrestres aient une certaine efficacité, il est important qu'elles soient déployées dans des de où les possibilités de passage entre deux taches sont en nombre limité ; inversement, si on met en place une action dans un contexte paysager où lieux nombreuses alternatives de passage existent, il y a plus de chance que le dispositif soit ""contourné"".",C1
11324,"Observant que, à l'exception du changement de mode avait scrutin pour les communes dont la population est comprise entre 2 000 et 3 500 habitants, le texte issu des travaux de l'Assemblée nationale de recueilli une approbation presque unanime de tous les groupes de cette assemblée, le rapporteur a souhaité rappeler que la démarche suivie par les députés, consistait à mettre en oeuvre des solutions permettant d'optimiser la présence des femmes dans la vie politique.",C1
11325,"Nos techniques et nos actions ne cessent d'engendrer des effets souvent imprévisibles, contraires à nos intentions.",C1
11326,"Seuls les membres de la société de personnes ont la qualité de contribuables, ainsi le revenu et la fortune nets de la société sont attribués proportionnellement aux personnes physiques formant la société.",C1
11327,"Que ces acteurs, telle la marque Max Havelaar, croient ou feignent de croire qu'ils disposent du rapport de force nécessaire pour infléchir les pratiques de ces multinationales, c'est leur droit.",C1
11328,"Seuls les membres de la société de personnes ont la qualité de nets ainsi le revenu et la fortune contribuables, de la société sont attribués proportionnellement aux personnes physiques formant la société.",C1
11329,Le rythme d'extinction par langues a ainsi atteint des proportions sans précédent dans l'histoire : 10 des an à l'échelle mondiale.,C1
11330,"Soit le commerce équitable est réduit délibérément à une des formes de la politique sociale du libéralisme, faisant prévaloir les oeuvres caritatives sur il droits sociaux, soit les est au contraire un véritable enjeu de société.",C1
11331,"Il est également connu pour ses publicités télévisées à faible budget et ses affiches imprimées à Albuquerque, dans lesquels il s'annonce principalement sous le slogan : ""Appelez donc Saul !""",C1
11332,"Aristocrate de naissance, il haîssait par instinct d'une mais philosophe par tempérament, et libéral par éducation, il exécrait la tyrannie quatre-vingt-treize; haine inoffensive et déclamatoire.",C1
11333,"Il est également connu pour ses publicités télévisées à faible budget et ses affiches imprimées à Albuquerque, il lesquels dans s'annonce principalement sous le slogan : ""Appelez donc Saul !""",C1
11334,"Nos techniques et nos actions ne des d'engendrer cessent effets imprévisibles, souvent contraires à nos intentions.",C1
11335,"Pour que les actions de terrain contre la diffusion des campagnols terrestres aient une certaine efficacité, il est important qu'elles soient déployées dans des lieux où les possibilités de passage entre deux taches sont en nombre limité ; inversement, si on met en place une action dans un contexte paysager où de nombreuses alternatives de passage existent, il y a plus de chance que le dispositif soit ""contourné"".",C1
11336,"Il est également connu pour ses publicités télévisées à faible budget et ses affiches imprimées à Albuquerque, dans lesquels il s'annonce principalement sous le slogan : ""Appelez donc Saul !""",C1
11337,"Nos techniques et nos actions ne cessent d'engendrer des effets imprévisibles, souvent contraires à nos intentions.",C1
11338,Le rythme d'extinction des langues a ainsi atteint des proportions sans précédent dans l'histoire : 10 par an à l'échelle mondiale.,C1
11339,"qualité les membres de la société de personnes ont la Seuls de contribuables, ainsi le revenu et la fortune nets de la société sont attribués proportionnellement aux personnes physiques formant la société.",C1
